Sample	1860.0	1861.0	1862.0	1863.0	1864.0	1865.0	1866.0	1867.0	1868.0	1869.0	1870.0	1871.0	1872.0	1873.0	1874.0	1875.0	1876.0	1877.0	1878.0	1879.0	1880.0	1881.0	1882.0	1883.0	1884.0	1885.0	1886.0	1887.0	1888.0	1889.0	1890.0	1891.0	1892.0	1893.0	1894.0	1895.0	1896.0	1897.0	1898.0	1899.0	1900.0	1901.0	1902.0	1903.0	1904.0	1905.0	1906.0	1907.0	1908.0	1909.0	1910.0	1911.0	1912.0	1913.0	1914.0	1915.0	1916.0	1917.0	1918.0	1919.0	1920.0	1921.0	1922.0	1923.0	1924.0	1925.0	1926.0	1927.0	1928.0	1929.0	1930.0	1931.0	1932.0	1933.0	1934.0	1935.0	1936.0	1937.0	1938.0	1939.0	1940.0	1941.0	1942.0	1943.0	1944.0	1945.0	1946.0	1947.0	1948.0	1949.0	1950.0	1951.0	1952.0	1953.0	1954.0	1955.0	1956.0	1957.0	1958.0	1959.0	1960.0	1961.0	1962.0	1963.0	1964.0	1965.0	1966.0	1967.0	1968.0	1969.0	1970.0	1971.0	1972.0	1973.0	1974.0	1975.0	1976.0	1977.0	1978.0	1979.0	1980.0	1981.0	1982.0	1983.0	1984.0	1985.0	1986.0	1987.0	1988.0	1989.0	1990.0	1991.0	1992.0	1993.0	1994.0	1995.0	1996.0	1997.0	1998.0	1999.0	2000.0	2001.0	2002.0	2003.0	2004.0	2005.0	2006.0	2007.0	2008.0	2009.0	2010.0	2011.0	2012.0	2013.0	2014.0	2015.0	2016.0	2017.0	2018.0	2019.0
Sample1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.467212731052346	6.467212731052346	6.467212731052346	6.467212731052346	6.467212731052346	6.467212731052346	6.467212731052346	6.467212731052346	6.467212731052346	6.467212731052346	6.467212731052346	44.7828172098074	292.45117767415996	292.45117767415996	292.45117767415996	292.45117767415996	292.45117767415996	292.45117767415996	292.45117767415996	292.45117767415996	292.45117767415996	292.45117767415996	292.45117767415996	336.6683311565815	336.6683311565815	336.6683311565815	336.6683311565815	336.6683311565815	336.6683311565815	336.6683311565815	336.6683311565815	336.6683311565815	336.6683311565815	336.6683311565815	336.6683311565815	336.6683311565815	336.6683311565815	336.6683311565815	336.6683311565815	336.6683311565815	336.6683311565815	336.6683311565815	336.6683311565815	336.6683311565815	336.6683311565815	336.6683311565815	336.6683311565815	336.6683311565815	336.6683311565815	336.6683311565815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sample2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.042283760034557	4.042283760034557	4.042283760034557	4.042283760034557	4.042283760034557	4.042283760034557	3.7140482180711585	201.70623514245577	361.0862468568314	361.0862468568314	216.1841703085192	216.1841703085192	216.1841703085192	216.1841703085192	216.1841703085192	216.1841703085192	216.1841703085192	216.1841703085192	216.1841703085192	216.1841703085192	216.1841703085192	216.1841703085192	216.1841703085192	216.1841703085192	216.1841703085192	216.1841703085192	216.1841703085192	216.1841703085192	216.1841703085192	216.1841703085192	216.1841703085192	216.1841703085192	216.1841703085192	216.1841703085192	216.1841703085192	216.1841703085192	216.1841703085192	216.1841703085192	216.1841703085192	216.1841703085192	0	0	0	0	0	0	0
Sample3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.139012393637753	30.139012393637753	30.139012393637753	30.139012393637753	30.139012393637753	30.139012393637753	31.222183746553533	31.222183746553533	31.222183746553533	18.93814871838375	18.93814871838375	54.37631939049029	375.0240963938533	375.0240963938533	375.0240963938533	375.0240963938533	375.0240963938533	375.0240963938533	375.0240963938533	375.0240963938533	375.0240963938533	375.0240963938533	375.0240963938533	375.0240963938533	375.0240963938533	375.0240963938533	375.0240963938533	375.0240963938533	375.0240963938533	375.0240963938533	375.0240963938533	375.0240963938533	375.0240963938533	375.0240963938533	375.0240963938533	375.0240963938533	375.0240963938533	375.0240963938533	375.0240963938533	375.0240963938533	375.0240963938533	375.0240963938533	375.0240963938533	375.0240963938533	375.0240963938533	375.0240963938533	375.0240963938533	375.0240963938533	0	0	0	0	0	0	0	0
Sample4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.77547788402483	23.77547788402483	23.77547788402483	23.77547788402483	23.77547788402483	23.77547788402483	23.77547788402483	23.77547788402483	23.77547788402483	23.77547788402483	23.77547788402483	23.77547788402483	23.77547788402483	23.77547788402483	23.77547788402483	60.62241142830674	60.62241142830674	60.62241142830674	132.38007553084316	132.38007553084316	132.38007553084316	132.38007553084316	645.8676715871815	645.8676715871815	645.8676715871815	645.8676715871815	645.8676715871815	645.8676715871815	645.8676715871815	645.8676715871815	645.8676715871815	645.8676715871815	645.8676715871815	645.8676715871815	645.8676715871815	645.8676715871815	645.8676715871815	645.8676715871815	645.8676715871815	645.8676715871815	645.8676715871815	645.8676715871815	645.8676715871815	645.8676715871815	645.8676715871815	645.8676715871815	645.8676715871815	645.8676715871815	645.8676715871815	645.8676715871815	645.8676715871815	645.8676715871815	645.8676715871815	645.8676715871815	645.8676715871815	645.8676715871815	645.8676715871815	645.8676715871815	645.8676715871815	144.62139696709548	144.62139696709548	144.62139696709548	144.62139696709548	144.62139696709548	0	0	0	0	0	0	0	0
Sample5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.530604889583448	24.021681591759663	24.021681591759663	24.021681591759663	24.021681591759663	24.021681591759663	24.021681591759663	24.021681591759663	24.021681591759663	24.021681591759663	24.021681591759663	382.9868990903967	382.9868990903967	382.9868990903967	382.9868990903967	328.5536152275132	328.5536152275132	328.5536152275132	328.5536152275132	328.5536152275132	328.5536152275132	328.5536152275132	328.5536152275132	328.5536152275132	328.5536152275132	328.5536152275132	328.5536152275132	328.5536152275132	328.5536152275132	328.5536152275132	328.5536152275132	328.5536152275132	328.5536152275132	328.5536152275132	328.5536152275132	328.5536152275132	328.5536152275132	208.13451802350514	208.13451802350514	208.13451802350514	208.13451802350514	208.13451802350514	208.13451802350514	208.13451802350514	208.13451802350514	208.13451802350514	208.13451802350514	208.13451802350514	0	0	0	0	0	0	0	0
Sample6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.144988323400177	7.144988323400177	7.144988323400177	7.144988323400177	7.144988323400177	7.144988323400177	7.144988323400177	7.144988323400177	7.144988323400177	7.144988323400177	7.144988323400177	7.144988323400177	7.144988323400177	7.144988323400177	31.896290429619647	31.896290429619647	31.896290429619647	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	870.6509842460014	732.2155976971767	732.2155976971767	732.2155976971767	732.2155976971767	732.2155976971767	673.1624578311731	673.1624578311731	673.1624578311731	673.1624578311731	673.1624578311731	673.1624578311731	673.1624578311731	673.1624578311731	673.1624578311731	673.1624578311731	673.1624578311731	673.1624578311731	673.1624578311731	673.1624578311731	673.1624578311731	673.1624578311731	0	0	0	0	0	0	0	0	0
Sample7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.314819844753521	6.314819844753521	6.314819844753521	6.314819844753521	6.314819844753521	6.314819844753521	6.314819844753521	6.314819844753521	6.314819844753521	6.314819844753521	6.314819844753521	54.17333876537692	54.17333876537692	54.17333876537692	54.17333876537692	54.17333876537692	54.17333876537692	373.0121162791506	373.0121162791506	373.0121162791506	373.0121162791506	763.2385025676637	763.2385025676637	763.2385025676637	763.2385025676637	763.2385025676637	763.2385025676637	763.2385025676637	763.2385025676637	763.2385025676637	763.2385025676637	763.2385025676637	763.2385025676637	763.2385025676637	763.2385025676637	763.2385025676637	763.2385025676637	763.2385025676637	763.2385025676637	763.2385025676637	763.2385025676637	763.2385025676637	763.2385025676637	763.2385025676637	763.2385025676637	763.2385025676637	763.2385025676637	763.2385025676637	763.2385025676637	763.2385025676637	763.2385025676637	763.2385025676637	763.2385025676637	763.2385025676637	763.2385025676637	763.2385025676637	763.2385025676637	763.2385025676637	763.2385025676637	763.2385025676637	326.6615415125735	326.6615415125735	326.6615415125735	0	0	0	0	0	0	0	0
Sample8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.9718737755693745	7.9718737755693745	7.9718737755693745	7.9718737755693745	7.9718737755693745	7.9718737755693745	7.9718737755693745	29.037965592582175	279.1165888328343	279.1165888328343	279.1165888328343	279.1165888328343	279.1165888328343	279.1165888328343	279.1165888328343	279.1165888328343	279.1165888328343	279.1165888328343	279.1165888328343	279.1165888328343	279.1165888328343	279.1165888328343	108.0533673278751	108.0533673278751	108.0533673278751	108.0533673278751	108.0533673278751	108.0533673278751	108.0533673278751	108.0533673278751	108.0533673278751	108.0533673278751	108.0533673278751	108.0533673278751	108.0533673278751	97.08379510318807	0	0	0	0	0	0	0	0
Sample9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.40712006029252	24.40712006029252	24.40712006029252	24.40712006029252	24.40712006029252	24.40712006029252	24.40712006029252	24.40712006029252	24.40712006029252	24.40712006029252	24.40712006029252	24.40712006029252	24.40712006029252	24.40712006029252	24.40712006029252	24.40712006029252	24.40712006029252	24.40712006029252	24.40712006029252	24.40712006029252	24.40712006029252	24.40712006029252	24.40712006029252	24.40712006029252	24.40712006029252	24.40712006029252	42.61399144693787	42.61399144693787	117.95220069383669	279.18786303944415	279.18786303944415	279.18786303944415	279.18786303944415	279.18786303944415	279.18786303944415	279.18786303944415	279.18786303944415	279.18786303944415	279.18786303944415	279.18786303944415	279.18786303944415	279.18786303944415	279.18786303944415	279.18786303944415	279.18786303944415	279.18786303944415	279.18786303944415	279.18786303944415	279.18786303944415	279.18786303944415	279.18786303944415	279.18786303944415	279.18786303944415	279.18786303944415	279.18786303944415	279.18786303944415	279.18786303944415	279.18786303944415	279.18786303944415	0	0	0	0	0	0	0	0
