Clade.age	Number.of.locations
3.02106164149	1
32.5390133821	2
28.7576967175	1
21.4192847895	1
7.96187689162	1
9.73646691	1
8.30383446943	1
7.37595349617	1
13.1932440477	1
124.626481233	7
70.9780203405	6
70.5953853213	6
65.9591906243	6
60.717279015	6
38.9655954191	6
38.5423259013	3
32.1242927566	3
29.3935564525	3
29.1067843975	1
27.5934497699	1
9.34460615445	1
25.0007768687	3
22.8674726032	2
24.9640223907	2
13.9378601163	1
27.6958860479	2
32.1456432866	2
17.6217479906	1
15.8713932424	1
8.05700024524	1
38.7955673311	6
38.5157944656	5
25.0713355828	4
22.4756111997	3
13.9916448254	2
13.7966938687	1
12.6775664068	1
12.9330266002	2
10.5175059992	2
30.2497310741	2
5.3012786102	1
30.3209137757	2
47.6585954796	4
42.1199655945	3
29.5916141048	3
29.0845382302	3
25.3010828115	2
24.0311707676	1
10.6196384054	2
9.52071568488	2
26.7964853646	2
24.1145869381	2
12.193760508	1
11.1057575727	1
10.3784597345	1
24.2957535685	1
24.0707643242	1
13.0561560589	1
9.61208762957	1
9.54248826864	1
7.85727981787	1
6.45994156881	1
9.51558339348	1
12.3801484259	1
8.66298287898	1
6.31393437935	1
10.0390001964	1
8.80403466371	1
9.70956418453	1
23.558522262	1
20.3845652297	1
26.4748038657	3
26.4359676503	3
25.6519734389	3
23.9226061437	2
16.6971809688	2
14.9760174958	1
11.2013924014	1
5.56150378919	1
4.26289304471	1
20.5530428692	1
3.92879866253	1
24.9474618626	2
23.2953622785	1
20.4964804614	1
6.54244122503	1
9.46338336042	1
9.45344784767	1
8.58214740555	1
20.0334684036	1
121.69459357	7
80.000665152	6
65.9991039371	6
45.2786936443	6
41.945990624	5
40.5324355892	4
38.4205306113	4
34.8068215134	3
27.4467444026	3
26.1160403243	1
25.360453631	1
9.2148007843	1
26.100419232	3
26.0730882678	2
25.2111841247	2
10.4454025461	1
31.0532250499	2
28.9064965807	2
31.6307898798	2
19.0843370276	1
15.9182208118	1
9.53686263452	1
35.2205643512	2
4.71912444581	1
27.6510579174	4
15.0065273398	2
13.9396847713	2
12.9611487247	2
23.6789235671	3
13.06748546	2
9.43864877326	2
49.1101193906	4
40.3916595427	3
28.3554740019	3
27.5366187854	2
26.7335518894	2
25.3573529996	2
23.5238659176	1
24.7086041729	2
10.8316617887	1
10.4188082676	1
9.97257349312	1
8.42017701531	1
7.20399331098	1
8.14794343148	1
9.56160037141	1
8.55506728093	1
6.43992314067	1
9.79123230527	1
8.91959050535	1
7.74585451108	1
28.2941212784	2
25.5164836853	2
20.778558526	2
10.3266788923	1
9.1920794427	1
7.16539598137	1
25.7328460307	1
19.1533843988	1
16.0296979737	1
78.8754614676	3
77.9772935685	3
29.3575683706	3
27.5516916298	2
26.7823255	2
24.2949995822	2
18.7300412166	1
17.2532363211	1
5.86963563804	1
4.84496183878	1
24.5185501586	2
24.0643751847	1
3.19465648052	1
26.2980860695	2
24.6045782417	1
20.7164096171	1
8.27653702559	1
9.55967369936	1
9.55657700147	1
9.38894156301	1
17.1694340741	1
98.5465917198	7
79.5879624292	7
79.5732590667	6
78.3703541436	6
67.8444877904	6
47.8820507014	6
47.8769931917	5
46.1801540991	4
46.1659793947	3
32.9949123982	3
27.0383137399	3
24.7790089295	1
26.4417188427	3
25.1187352857	3
24.9124184289	3
23.2863806723	2
10.1949404089	1
9.46392297941	1
30.1319052248	2
41.8392895419	2
25.2214279254	1
17.1575744102	1
11.357436605	1
34.1174322489	2
4.80843552158	1
38.3436625	2
33.4971913212	4
15.8053453474	2
15.4344844662	1
11.2132614183	1
32.4062175694	3
16.8119459028	2
9.35875683744	2
39.7489116715	4
37.6914995386	3
26.7350744724	3
25.1762529362	3
25.0209558042	3
24.6863659446	2
23.3939777025	2
22.9302657753	1
22.681160751	2
22.0666135165	2
10.7556342655	1
9.78864267973	1
8.3558623048	1
7.75417732086	1
6.92775635979	1
9.18581103406	1
10.6934317094	1
8.59974991326	1
5.8786746448	1
9.74085305198	1
8.55940532708	1
7.68882197046	1
23.6534459436	2
21.1325694331	2
9.57270102931	1
6.62631937032	1
6.4527250358	1
24.0184087414	1
18.4752446284	1
14.7077599816	1
37.2251156964	3
36.0635176779	2
24.0364853644	2
23.9990280309	1
18.2810311103	1
4.31484507917	1
3.75593041156	1
31.6403602411	2
26.8218001062	2
25.9554261202	1
23.2201538705	1
8.37902007973	1
9.83431725274	1
9.28426877189	1
8.68000369984	1
31.6381804144	2
24.2450205148	1
3.37635156485	1
75.961952225	7
66.026340559	7
53.2528847068	6
38.3554534723	6
36.1404297738	3
26.7866497697	3
25.7333995063	3
25.0386263655	3
24.431003052	3
16.3064194005	2
24.2724403394	2
9.45037722895	1
9.1485905955	1
24.9598414839	2
37.2799992013	6
34.6247394657	5
34.2684699724	4
25.0450862473	4
15.7981580661	2
12.9910836868	1
10.7096163453	1
24.9285575409	3
10.9639177638	2
10.2627717748	1
29.6578864542	2
20.9760118215	1
17.1634287284	1
5.81749152007	1
25.1469842427	2
6.72668969125	1
25.4773369919	2
42.6324335823	4
40.4190272112	3
26.2917508324	3
24.8979488738	2
22.885451095	1
23.7877836383	2
23.1864473534	2
25.2926622303	2
23.9803110996	2
23.6198204368	2
19.756619393	2
8.54593630863	1
7.92414713916	1
6.57228550059	1
23.3756985094	1
10.8613007713	1
10.7032664279	1
7.18002433464	1
10.5577975001	1
9.27996039213	1
8.24781451045	1
7.73791939756	1
10.4335040232	1
8.69126233273	1
6.47331736832	1
9.76846662195	1
9.08623779769	1
25.8992617458	1
22.8886712287	1
65.3150715408	3
45.7607226825	2
19.6380951866	1
33.5626735032	3
29.6080486734	3
29.4655153478	3
25.4159570801	2
24.1401643399	2
20.1877856375	1
4.86949539997	1
3.24491547848	1
27.7950288129	2
3.05775130857	1
17.153008313	1
28.0571659845	2
23.9397696029	1
13.1838644652	1
6.86138045978	1
11.1189887842	1
10.3391358601	1
8.92684480494	1
75.967286792	7
75.8183771358	7
75.7733956365	7
75.2950876997	6
67.9307320717	6
41.0723311352	6
40.6274037464	4
35.4026863144	3
27.0623160309	3
25.9503189664	1
26.2453714581	3
25.582838582	3
24.7850575666	3
17.6127660755	2
11.0154617573	1
10.4529646904	1
28.9329239277	2
32.5928603888	2
38.6052942343	5
38.5899479126	4
30.8678039478	4
16.6698816636	2
15.3148279457	2
11.0485088675	2
29.2082369243	3
13.315469685	2
11.3443025277	2
29.2730729147	2
18.195085268	1
16.7078092646	1
8.18265897021	1
25.1180209889	2
5.53520104721	1
52.2371174197	4
40.4560460308	3
28.636199976	3
28.1980547833	2
27.2867140581	2
24.9995629764	2
24.4948012402	2
22.4187536694	1
13.5321590501	1
26.6270218288	1
11.8564954996	1
10.9688718421	1
10.5558283565	1
9.23007662809	1
7.50390091366	1
7.82845668473	1
9.35693263229	1
8.61239287639	1
8.60048176253	1
11.5211131376	1
8.28352636837	1
9.35282113244	1
27.186983176	2
19.2994927668	2
16.4734316771	1
14.9265185468	1
13.672874857	1
26.6601865783	1
17.6678408979	1
14.091410383	1
34.1185599	3
28.3352918494	2
27.0730908607	2
17.2971842843	2
17.1179928247	1
14.7105440557	1
7.05001112888	1
6.97505845435	1
5.6295935469	1
27.0542321546	2
24.6776720034	2
23.5972628402	1
15.9978827274	1
6.68848968739	1
11.7257587701	1
9.68008360191	1
7.40825028276	1
24.8974961255	1
104.773762324	7
80.0018800118	6
78.9617809301	6
78.4507097042	6
65.3915052363	6
47.6277613691	6
45.8660557185	5
45.0426493545	4
40.2958327637	3
34.6777106523	3
29.8800650897	1
27.3694392502	1
10.0501362055	1
31.5007278646	3
23.5729353345	2
30.3272270162	2
13.4414109343	1
38.3916878782	2
30.684507876	2
7.49116574937	1
45.1028095259	3
34.4865925553	2
23.5476277713	1
17.9983681976	1
11.5876132004	1
30.265918343	2
29.6737613241	4
16.386881014	2
11.3604730897	2
11.0491605898	1
27.1676452259	3
14.6103840998	2
12.6276688558	1
44.4494982335	4
37.1565764528	3
31.923921953	3
31.6698718179	2
30.8148124372	2
29.2573726889	2
25.4026931054	1
29.2390136699	2
29.0811552421	2
29.881422956	1
10.709312273	1
10.2330680844	1
10.1236950711	1
7.72850270069	1
9.67647719756	1
9.61560889788	1
9.47578770974	1
8.2387196258	1
8.72238821028	1
9.12001424998	1
8.05728377746	1
7.48986265371	1
29.135501024	2
25.8535486816	2
11.5966732634	1
10.4794063247	1
10.3611764235	1
30.2185997072	1
17.6731075053	1
34.4573064857	3
31.1284621852	2
30.5370947612	2
22.8705295395	2
22.8659865169	2
19.9427517268	1
5.67865600812	1
4.70656178758	1
27.8739296289	1
30.6181798673	2
30.0406062913	2
27.1114017924	1
24.1033140299	1
7.94039652653	1
13.9246491959	1
13.2684848391	1
12.5457461936	1
2.96189134307	1
18.1334791881	1
104.011965685	7
83.6956643	6
81.3704421625	6
59.5692527705	6
41.5768923517	6
40.9266493596	5
37.412049954	3
28.9416342152	3
28.6294178844	1
28.761668334	3
27.9650322531	3
13.5659128517	2
27.2509290631	2
12.5584480961	1
9.75712384023	1
27.9609878968	2
38.8125558377	5
33.4110545649	5
28.1653744381	4
11.3758711647	2
10.2202159492	2
9.94293772481	1
26.4495164554	3
13.708606105	2
9.8457708682	2
28.5378088948	2
5.57046350336	1
27.5102279054	2
17.4703748919	1
15.8780118511	1
10.4923807185	1
31.9648255144	2
42.8013399371	4
38.1925852534	3
34.0374200214	3
32.7795218535	2
32.1310916052	1
31.0774610836	2
28.5246296396	1
33.2190822422	2
27.8432822659	2
23.7714102684	2
22.1229933202	2
11.7069852447	1
10.4828588327	1
9.42691258918	1
13.5656802857	1
12.3357692773	1
11.252492967	1
8.7757572367	1
8.26102557838	1
6.93547901832	1
12.1558233852	1
10.9116172254	1
10.8920256741	1
7.52824210369	1
10.4387724692	1
6.26032536027	1
32.8496338375	1
29.7953031835	1
19.5201293848	1
80.5408479562	3
32.5074424788	3
32.4843634154	3
32.3135801973	2
31.6952687177	2
14.0760903351	2
13.9746069526	1
10.647529519	1
5.72092297785	1
4.18805043917	1
4.29570897394	1
31.1337476084	2
27.1309702728	1
17.3979865991	1
6.3545017133	1
10.8428069601	1
10.3949396732	1
9.58033235196	1
18.9132502468	1
13.7125501662	1
130.879668613	7
78.8945079869	6
77.0157365993	6
69.0979693533	6
44.0005887115	6
40.7768226722	3
29.5974264827	3
28.7066230739	1
28.4757036329	1
10.9067527117	1
27.8029588213	3
27.2450983954	3
21.4330620442	2
12.0504339782	1
35.9952347497	2
43.9201693004	6
41.3699639165	5
27.5373738148	4
20.7440555818	2
18.0712767592	1
17.5770036623	1
26.5210361306	3
9.83478653069	2
8.3904925241	1
30.9927476533	2
43.232033695	3
33.4783108539	2
23.5927937109	1
16.3367630366	1
11.8295428392	1
26.9118132136	2
8.70685787908	1
48.0201033687	4
36.6737440097	3
30.8474277876	3
30.3340946649	3
28.0951284683	2
27.9566491366	2
27.8370894665	2
25.7670536991	1
27.2463251041	2
21.5001646712	2
11.1593316665	1
10.6936144849	1
9.74041589524	1
29.2963485681	1
26.383688442	1
11.5812868552	1
11.338380952	1
11.1445377528	1
11.012202008	1
10.275493249	1
9.26872024203	1
6.87316879004	1
9.36549071576	1
8.66422529815	1
7.96786623946	1
9.2628598762	1
9.20844764123	1
28.3282013584	1
19.4897836408	1
73.2928552933	3
32.0249324956	3
28.9562838738	3
15.8091425206	2
14.1131053972	2
14.3928167732	1
5.34610331447	1
4.96757505094	1
28.4835727472	3
24.2584666021	1
26.8343546253	2
3.63975897741	1
30.0016685462	2
27.465513228	1
16.5160307406	1
6.39083881152	1
14.7656210971	1
14.6881114594	1
13.7860075031	1
14.5558632648	1
113.312613327	7
80.0742769527	6
80.0071342782	6
65.5906201688	6
43.4789864165	6
38.8981340667	3
32.1669801684	3
31.5432245313	1
31.3735912036	1
9.21717876422	1
29.9986763181	3
29.779789531	3
27.0128837388	2
11.5345518199	1
36.6735597686	2
42.9515151833	6
38.2323631564	5
29.6660070102	4
15.0433112124	2
14.4837803967	2
13.2480523178	1
28.3229194518	3
11.6739559531	2
8.91632031001	1
24.7009706526	2
4.73703861089	1
42.8429909982	3
34.5042908163	2
17.3889916735	1
15.8421834899	1
15.8668690431	1
29.7694041518	2
43.287830258	4
40.1926787366	3
34.1314279301	3
31.0317170708	3
28.6965177502	2
23.6968006912	1
28.2633751309	2
24.5507829436	2
29.5185823926	2
29.3521639684	2
17.9449490742	2
15.8188983001	2
12.5034612378	1
11.5074845526	1
11.2255333352	1
11.9668091222	1
10.3918793693	1
9.62646658344	1
9.4611784712	1
8.58773872477	1
6.28955082511	1
9.7040326403	1
9.41894275209	1
9.09142434029	1
11.4553064358	1
9.04222728239	1
9.82164813109	1
26.716080581	1
19.8848702904	1
79.200869553	3
33.2754397478	3
32.4280829098	3
29.7645289628	2
13.9778702004	2
12.3156361009	1
9.29175652397	1
4.4169489849	1
3.65102132731	1
4.95813303984	1
31.1077986879	3
30.1228619904	2
29.333421019	1
17.2049684811	1
5.94715913486	1
19.6049822178	1
18.1609039682	1
14.4005165367	1
30.4333979671	1
14.3294993268	1
238.470957675	7
96.7877696525	6
95.7869494468	6
66.1674339464	6
53.8130003764	6
49.0778294409	5
47.0604747834	5
43.1665374756	4
38.445227592	3
29.5453021186	3
29.3348721011	3
28.727031104	1
27.023117124	3
18.1852563613	2
26.3657756913	2
13.5911745605	1
10.6767888051	1
34.7842671471	2
38.3690521541	2
4.65907914514	1
26.4477633112	4
23.7619949583	3
12.6157222138	2
12.1516348533	2
9.83298219631	2
9.72480440121	2
9.4270558266	2
35.1496467342	2
22.0551042345	1
16.0994498695	1
11.3357595175	1
27.6917496978	2
53.2270350517	4
44.1673418572	3
32.3610750067	3
29.5371753337	2
29.4531250053	2
23.954750878	1
20.7964848927	1
29.1137584871	2
28.9568023282	2
23.9159531679	2
22.6888896883	2
14.0180111409	1
10.3654112794	1
13.1941307236	1
28.7723213253	1
17.5963265516	1
11.3283542076	1
10.475825913	1
9.96858203571	1
8.54232504917	1
5.8843392446	1
10.1520147753	1
10.0862400261	1
10.0276766215	1
13.8358633083	1
11.2600935622	1
7.5560219557	1
32.6201527034	1
21.7348901144	1
95.5994598472	3
32.7292544069	3
31.7634921318	3
31.1099282772	3
30.1661222048	3
23.5237187505	2
15.5763491833	1
11.7469422894	1
5.18735066449	1
4.91205703335	1
25.7194393513	1
30.3952011818	2
21.9631632596	1
19.9806843414	1
6.85937742727	1
13.8399382461	1
12.9378334524	1
12.2437868849	1
3.21275402447	1
17.1041478878	1
159.642270726	7
92.0791711635	6
78.7419676167	6
53.2308694211	6
52.0885346407	6
34.41678441	3
28.7843551611	3
27.0375513808	1
25.7419242931	1
10.091712417	1
25.6809673034	3
24.4268478181	2
25.0792474047	2
12.1042106662	1
26.2105427078	2
48.5779536646	6
47.6061037818	5
33.6156021046	4
15.9188614311	2
15.309976857	1
15.2222533669	2
32.334696967	3
11.3652888515	2
9.44767770813	1
27.2677986526	2
4.64993530227	1
35.9934162815	2
36.5921108672	2
25.4139120007	1
17.0630233262	1
6.63946990787	1
42.0203896151	4
32.999422036	3
28.9854553831	3
28.5465861099	3
28.197084956	2
27.1902603997	1
27.8878580914	2
26.0550807447	1
27.6142571511	2
25.3131806663	2
15.1755695429	1
14.4167413096	1
10.2377454279	1
28.8416441637	1
26.0653975843	1
14.7852006676	1
12.253964832	1
11.1322320881	1
9.57104501875	1
8.79719231955	1
7.50739673171	1
9.35032909403	1
10.4759327752	1
9.40824628647	1
7.30829576029	1
8.53486527027	1
8.52638619425	1
26.3738791718	1
18.9437073175	1
88.8981513809	3
71.6230073947	3
35.9020388887	3
32.2737005442	2
28.7877922847	1
26.9766744247	1
5.36786643475	1
5.08525813543	1
32.5132943843	3
31.7519613883	2
30.0682180325	2
29.5026978385	2
13.0950614145	1
26.5963406917	2
8.5251102242	1
9.46333058011	1
9.16812097994	1
6.77191102774	1
3.16750391582	1
26.1636199551	1
14.7858950471	1
248.336719125	7
132.818916269	6
131.106011047	6
108.6948135	6
69.2215870691	6
67.4293346393	5
57.41152273	3
42.8400577	3
41.3468482897	1
39.7986240025	1
9.71489412487	1
39.9478774893	3
29.2419256039	2
39.4626709564	2
16.5250662227	1
56.1253530553	2
60.2578975944	5
59.6786108527	4
39.3207308764	4
15.7232145536	2
15.1075248027	1
14.1247308046	1
38.5341731655	3
16.4852169728	2
10.2934338585	2
46.358981811	2
20.0744597148	1
16.8385737905	1
11.0025688285	1
39.6199562489	2
5.02324544857	1
51.254419813	2
60.8148203132	4
51.86949679	3
39.6762185778	3
33.8252066387	2
29.7482658456	2
28.6837524129	2
23.7590918253	1
26.0133582037	2
25.3520912552	1
15.4268692329	1
12.8049304133	1
12.2813719255	1
11.4285405581	1
8.7614294536	1
6.35198024806	1
8.91689891751	1
7.15628093704	1
11.3740567643	1
11.8004104319	1
9.58779448259	1
11.5768053219	1
33.6549592149	1
33.4262773916	2
30.4642625494	2
19.5850247892	1
15.1894063278	1
19.4361896154	1
38.3733846677	1
27.0086405567	1
118.987132951	3
44.3779093086	3
42.8552842541	3
27.3367080019	2
18.6562580003	2
23.8953661851	1
6.85718486149	1
6.07336392858	1
41.5481160422	3
40.5095695518	2
35.7149437606	1
31.7481413623	1
10.6214819792	1
18.8267406042	1
16.8187891645	1
15.8099429467	1
38.986835853	2
24.1922213404	1
3.25730131052	1
18.0646179845	1
212.722332997	7
106.76262678	6
102.668878706	6
80.3293083708	6
51.4593170556	6
51.0205250969	4
46.0915154521	3
38.4585285537	3
37.7615060842	3
30.9756218679	3
30.7556304651	3
28.9593533266	3
28.2594781882	2
18.3486239804	2
14.3276106557	1
29.1686307337	1
10.4486827683	1
34.899271907	2
20.8037105117	1
15.9816981767	1
18.4108390928	1
41.2683041047	2
4.80133493591	1
51.1142773102	5
37.516382881	4
14.3594303698	2
11.3403740235	1
10.9179275221	1
34.6772513495	3
14.6910641097	2
11.8840384961	2
37.0369752385	2
45.9893434966	4
43.8412043065	3
31.0423452825	3
30.8679397751	3
29.4409781292	2
27.9784613763	2
21.605809157	1
28.2404165124	2
30.2200570168	2
26.8885784726	2
23.6625335645	2
11.2362893587	1
9.78253464551	1
9.25162600709	1
29.835441438	1
11.6043548063	1
11.176207104	1
9.68317482773	1
9.56896660605	1
9.1518201027	1
7.57357355465	1
7.47169989409	1
8.59057276449	1
6.5797701336	1
10.3880416253	1
9.74664329617	1
8.43274912752	1
25.0486982377	1
17.7355819578	1
96.7178332962	3
34.765670533	3
28.3113776743	2
27.9793282892	1
17.2115930163	1
7.33538810186	1
7.32157849007	1
33.1882167054	3
32.6318919511	2
31.9423126322	1
30.1309506987	1
7.3555455333	1
12.2611808985	1
11.8238720465	1
11.951939497	1
28.8086617172	3
23.7432052092	1
28.0645695488	2
3.44113861946	1
16.5057100871	1
94.0113347318	7
70.2380732318	6
64.9522424492	6
60.2116957531	6
40.5001935124	6
39.9249668265	5
38.0981518618	4
35.9055866066	3
31.9322256688	3
25.6214288418	3
24.8786672074	1
24.5748017395	1
10.3981868599	1
24.0530187978	3
23.7416548707	2
16.4894955421	2
12.6079163871	1
27.1453270401	2
31.408255263	2
17.3554751934	1
16.2385584582	1
5.7380684598	1
29.4996493564	2
29.9977082836	4
9.4879611706	2
9.35210388545	2
8.96314004045	1
21.0192956325	3
13.0677111656	2
8.64351120867	2
31.909400222	2
5.03297459152	1
49.7878008703	4
35.9933871393	3
28.9193343474	3
24.6475612707	1
27.6773983912	3
26.5135741755	2
21.4681126982	2
15.6294626986	1
12.7799519243	1
12.0080794711	1
22.3516096757	2
22.1602535068	2
19.6210124844	1
12.9234051335	1
12.8675265407	1
10.7597588668	1
11.1081068015	1
9.19873653223	1
11.7784613499	1
9.16192822987	1
5.93572840996	1
11.2705051264	1
10.6494185521	1
10.1913736368	1
9.19615213073	1
22.006147975	2
11.7058223501	1
22.6380063637	1
18.0657617869	1
61.4035248529	2
25.1233061897	3
16.6577030067	2
13.892430277	1
8.75105348741	1
4.67592032774	1
4.5984335621	1
24.9651526906	3
23.2815268006	3
22.5488817221	2
21.8996434332	2
19.7113754315	1
10.978584464	1
7.14742659213	1
11.3932720639	1
10.8300292339	1
10.2955849626	1
4.8460771483	1
19.1538801808	1
14.9324551086	1
151.062664417	7
70.8580762534	6
63.4337021265	6
39.7157096082	6
37.372722433	5
37.2999488627	4
34.775248212	3
29.0136166659	3
28.7413785929	1
28.6160517993	3
24.6225527794	3
23.7437331373	2
21.8799626403	2
13.3983406724	1
9.64272927405	1
29.493141744	2
23.197308102	2
4.78332278098	1
36.7273656665	4
24.5235399834	4
12.7380687687	2
12.1985268235	2
11.8554773395	2
17.744261278	3
9.93987487197	2
9.4104470122	2
30.199984506	2
17.4332955178	1
16.4408992126	1
7.73083014253	1
25.8398537834	2
41.7007141256	4
36.2254394055	3
26.8884132014	3
25.7716583374	3
24.8706248807	2
24.0542377201	2
20.8452542431	1
12.4865022576	2
25.5552583047	2
23.8527790352	2
20.2781100434	2
18.4057529004	2
9.89214062717	1
8.38716669641	1
7.83504656458	1
12.1439873286	1
10.6858021686	1
8.33617216254	1
9.6452546425	1
9.52054108183	1
9.39897758918	1
12.0843237957	1
9.27478768527	1
6.56143315402	1
11.4245272912	1
9.31216998962	1
9.05959792851	1
24.1024415522	1
18.4276847783	1
70.125744879	3
70.0682384885	3
24.774294088	3
24.3275998109	3
24.2681857829	3
19.612749812	3
15.3527056794	2
12.3542582265	1
11.9068260616	1
4.18544878787	1
4.06625659242	1
22.7241455641	1
3.57658753075	1
23.2124071184	2
22.6494256212	1
14.1357489145	1
6.22746666685	1
10.7652718933	1
10.5923983684	1
10.1243375233	1
17.9992200727	1
130.755100835	7
82.379427289	6
80.2377733344	6
65.8440770954	6
41.0447497083	6
40.8100547722	5
32.2192519043	3
22.8102716844	3
22.6667322624	1
21.5590528112	1
10.7341449218	1
21.3772812705	3
20.9956442661	3
15.8460869862	2
11.8664332316	1
25.0731260075	2
39.4702542919	4
29.2519492576	2
23.3444762677	1
18.2129371031	1
8.48532688742	1
38.4565283883	3
29.3252204792	2
27.0424162333	2
4.93690392082	1
24.8189320896	4
20.6052754316	2
10.7738010032	2
9.49003511592	2
22.46664196	3
9.75150742895	2
8.86032097264	2
43.4219467921	4
33.9602455488	3
24.5123993536	3
22.558796353	2
21.8482818044	2
21.3777370124	2
21.1148359872	2
20.6422718297	2
19.9122743304	1
11.5716432494	1
11.5318784641	1
6.96880500569	1
9.89886956866	1
9.29059265488	1
11.5529009198	1
11.0692137193	1
9.59885038416	1
9.04104339052	1
10.0846804986	1
9.74121532689	1
7.53392060915	1
22.528370996	1
23.9019007507	2
21.8903356928	2
10.8593213269	1
10.3402062493	1
8.03354171092	1
22.0081944651	1
19.947773905	1
77.591243064	3
32.8121775299	3
31.4537934941	3
26.2354047973	3
24.9532028066	2
18.8141172113	2
21.4704980133	1
8.05533768836	1
6.03062136568	1
25.6845439658	2
3.2332327563	1
20.6848900574	2
20.1775465817	1
18.339132973	1
8.20662558802	1
8.84842699934	1
8.13701865135	1
8.25499698854	1
20.4175974093	1
16.0673424518	1
69.6609469961	7
63.5528524646	6
61.1945745683	6
47.4700043501	6
35.6632425003	6
34.6998984366	6
34.6608943677	5
34.579560755	4
28.7559793709	3
23.5492948558	3
23.3575481546	3
23.2136044589	3
20.9181893916	3
17.1099693181	2
19.1333345445	2
11.5184782173	1
9.40005541182	1
23.2619942517	2
24.5121935679	2
4.95579552294	1
25.7829867742	2
24.3721310845	4
9.50485269387	2
9.42750631691	2
8.93254894784	2
23.1251325124	3
10.767275659	2
9.09055513611	2
28.2595054272	2
18.9914711457	1
16.510979787	1
9.88588876623	1
34.0377571446	4
29.6908874964	3
24.0661051945	3
23.7677322411	3
23.4565436553	2
22.0372061172	2
20.873225804	2
19.8738034549	1
19.7469197774	2
19.1332261373	2
19.0323475404	2
16.9427448119	2
5.78662806322	1
5.47362408894	1
5.70255187971	1
11.5111212545	1
11.4236795491	1
9.56258779393	1
7.42883670964	1
9.20770623106	1
9.13740964323	1
7.66354190017	1
10.1247498966	1
10.7717186392	1
8.56338911051	1
5.94655810165	1
9.19052335612	1
20.0005884895	1
16.9103663211	1
27.9366899682	3
20.3487837701	2
15.793935203	2
15.7486276601	2
10.942582582	1
4.61216496856	1
4.59835190895	1
2.95047447916	1
24.3722705307	3
23.414977376	2
23.3734053436	2
20.1941800529	1
7.22377876421	1
7.13758360749	1
6.07107934943	1
6.05647004657	1
24.3160457688	2
18.6827370482	1
63.0548168647	2
15.3597830854	1
94.8326039959	7
69.979868096	6
61.6356074818	6
35.6760278165	6
35.1964682114	5
34.2022907376	4
31.7026083573	3
25.527167792	3
25.4250075328	3
23.1452367874	1
22.9575618533	3
22.1327921253	2
18.7641458891	2
11.2423209875	1
9.12110068383	1
28.6315968312	2
25.8925146407	4
12.9795515406	2
12.6468804292	1
11.9580364969	1
24.4437734474	3
9.96765849919	2
9.82688812282	1
33.898698419	3
25.3079053643	2
18.1965801103	1
17.3479425795	1
7.63977384141	1
28.2011341731	2
4.75451636274	1
24.2317226782	2
41.7380665526	4
28.8183286246	3
24.0104301627	3
23.7665094976	2
23.7023527639	2
23.6827598451	2
22.4172421209	2
19.3931432518	1
22.6016511035	2
11.4457553388	1
10.9382981839	1
10.5193165405	1
10.6827230318	1
7.92431199596	1
7.48835666821	1
10.9424351713	1
9.1809293968	1
6.74538988478	1
10.174548186	1
9.57939607625	1
7.35518427859	1
23.8677468767	2
22.6620409369	2
19.0114638601	2
12.2236077639	1
11.1645420443	1
11.1558852253	1
22.4888032234	1
19.3186950758	1
67.1815387145	3
25.8736697733	3
25.7316117344	3
24.3073339393	2
23.7036461683	2
13.7324348201	2
12.8550326685	2
9.82566089334	1
5.29763093124	1
4.46809573494	1
3.04913265972	1
22.9539621451	1
25.7697435235	2
22.7169546276	1
13.5431310858	1
7.78664205002	1
13.2047013617	1
12.9307703322	1
12.7319657799	1
66.6423934518	2
12.859880046	1
103.809711021	7
51.4670265722	6
51.0179534674	6
48.067527584	6
37.3793696039	6
35.4194654833	5
35.1090881537	4
30.1321507027	3
23.872782774	3
23.1453492456	1
23.0916197583	1
9.30734034975	1
23.2656133611	3
22.9936033186	3
17.9179527804	2
13.9224232184	1
25.6946557997	2
26.2387542863	2
35.1349748767	3
23.3316060895	2
18.0952587454	1
17.3762550998	1
9.2808093907	1
24.3694687349	2
4.66576792818	1
26.7030430121	4
10.1332362719	2
10.0901713116	2
9.12681584859	2
23.0200187841	3
9.06051057882	2
8.633229348	2
43.4089339654	4
28.1287655393	3
24.3164537718	3
24.0893710538	2
22.7456602599	2
22.0476703471	2
21.6107813806	2
20.8968054514	2
20.4392345737	1
18.3320934152	1
11.3631378097	1
10.2195520386	1
9.53803318244	1
9.91236980954	1
9.46063616881	1
9.36964558242	1
11.2686531265	1
9.30395447648	1
8.46472283199	1
9.76312977739	1
9.60180419054	1
8.99796805089	1
23.0369489044	2
16.5517909171	2
10.6468575946	1
10.390080322	1
9.55909328325	1
23.0379935469	1
16.5900741266	1
49.1713575733	2
24.9424816042	3
24.2733152278	2
13.2804090535	2
10.6656325776	1
9.30185861367	1
5.23801074416	1
4.54312132763	1
23.8327324643	2
15.9083450883	1
3.14447530561	1
24.6921270004	3
20.5561331394	2
13.8118380976	1
10.0341263097	1
5.83666682782	1
9.42302553216	1
8.82843094787	1
5.48653371788	1
14.6989848509	1
108.464582831	7
77.1686593766	6
76.7750256938	6
65.1721597157	6
49.6419943234	6
37.4167128004	5
33.7609770449	4
31.9882950734	3
26.4947917447	3
26.4833393351	3
26.0965656324	3
23.4218913005	3
23.2437363499	3
18.8731335758	2
13.4366169876	1
9.9371776726	1
25.8646185356	2
25.1148042852	2
5.39681809306	1
36.5964906046	4
26.8166752534	4
