Clade.age	Number.of.locations
2.49639132831	1
19.3279803307	1
19.0084464824	1
14.4362842594	1
9.16293981415	1
7.68565580733	1
60.7819204634	3
40.8743477179	3
33.2275311335	3
31.8412327485	3
30.1324624732	3
28.6149581761	2
26.0264264396	1
25.7159174975	1
19.8340717828	1
23.2142986128	1
21.0836409206	1
20.8108880054	1
20.2350420652	1
19.0464420128	1
19.1087900631	1
25.8348067445	2
29.681573059	3
28.801359274	2
22.0278379373	1
20.1181348083	1
19.7341538194	1
17.9263033686	1
20.4129032857	1
16.9580636191	1
10.9006957214	1
16.1271973127	1
11.8302350782	1
20.1936654927	1
17.4953538047	1
5.52309402967	1
27.7225538091	2
24.7858373987	1
26.1053361151	2
23.3334621763	2
22.1821568122	1
22.0387667895	1
19.0999105785	1
18.7485057506	1
22.3478343481	1
20.9756749952	1
19.9514050711	1
21.3597292634	1
19.2271346026	1
23.9348717081	1
21.0278019639	1
20.012645922	1
19.1981656919	1
17.6958586845	1
19.7245561505	1
18.9205999183	1
19.3133444767	1
47.3073951641	3
45.1639887347	3
43.8318833356	3
42.8596386821	3
40.8894444868	2
23.0927107764	1
22.4543358049	1
22.1782716447	1
13.6716891852	1
8.25959126076	1
41.9242844858	3
28.6062012177	2
27.8218422912	2
11.7515341272	1
26.0585131343	1
23.4756065289	1
16.9529337975	1
13.9602136713	1
19.1536539053	1
7.28591197006	1
3.93481251699	1
43.5057772982	2
41.4687727858	1
36.3846298782	1
25.306665067	1
4.60954078848	1
51.7151112032	3
39.9483882531	3
33.222463798	3
28.1100848251	2
27.6728078271	1
24.5687006208	1
24.2090786993	1
19.3604465975	1
21.7926026425	1
20.8594877611	1
20.6160603208	1
20.9374781383	1
20.2644595191	1
14.888824456	1
30.3440335348	3
30.3399301119	2
29.756216818	1
29.6145235566	1
28.6693967929	1
21.1873402013	1
21.1057010995	1
21.0039015675	1
20.9539799479	1
20.3086112445	1
20.6454125634	1
20.7787367256	1
26.0157495175	1
26.3850121037	1
25.6036908955	1
24.4316908919	1
25.6054845043	1
22.1735629929	1
21.2196266179	1
19.2909862656	1
13.7460369579	1
9.8896184771	1
12.2075567918	1
11.0723189287	1
5.41334884832	1
29.2073922517	3
28.1865533899	2
24.7433821415	1
22.2141097681	1
22.3646332419	1
19.9810039899	1
27.0212030495	2
23.9925083809	1
23.9088575195	1
25.1168649173	1
22.1624247475	1
21.0906405043	1
45.0508854789	3
42.0682640265	3
38.6933978801	2
22.0914456331	1
21.4124648716	1
14.6577742853	1
7.00432138854	1
21.2019429252	1
41.1597412858	3
40.7697516131	3
40.1740970487	3
33.8336492373	1
22.368139377	1
40.01599076	3
36.8810851688	3
24.7120718149	2
21.6668129996	1
14.2351390287	1
12.5841330732	1
3.94945256236	1
3.70303009175	1
21.3176553458	1
21.1988381382	1
15.6575431695	1
11.2879498449	1
6.73742873977	1
56.2287501616	3
36.2732608064	3
29.9954243961	3
29.9033901955	3
27.3679549263	2
25.6086511463	1
21.2478226342	1
24.8163397246	1
21.5353239022	1
19.6551650385	1
18.5826520636	1
20.1131671635	1
19.0153978627	1
19.0252305264	1
26.934393663	2
28.5333037598	3
26.0133319336	3
24.693926206	3
23.9632405267	1
20.3230971113	1
20.1127161558	1
19.5108420698	1
18.9216449698	1
19.0699509928	1
19.4699780204	1
18.6602446283	1
22.971392198	3
22.6535635001	2
20.5211010595	1
16.0210883995	1
20.0998460763	1
14.1319785342	1
22.1948827148	2
18.8433255332	1
18.5552806863	1
19.7630829866	1
19.0988132548	1
18.9290375947	1
18.0296314978	1
21.0979864779	1
18.8014889523	1
18.7866959528	1
18.3723066475	1
19.601800784	1
19.0588582665	1
12.7962662865	1
10.5347025169	1
7.5250938178	1
10.4319933976	1
19.5362737547	1
5.9795811467	1
47.0951026054	3
38.1244908625	3
37.4741727065	3
36.6246456538	2
36.0283899165	2
19.1444385608	1
19.1222531416	1
13.2505700878	1
5.8188923177	1
18.9140425825	1
30.5473806583	1
18.714209503	1
36.7496234849	3
19.665652885	2
19.5352119739	1
15.8067389255	1
10.8161596622	1
4.90448665077	1
3.75595509332	1
18.8995040288	1
18.4859961779	1
12.8120598457	1
11.2899067464	1
36.1935258596	2
35.9022376255	1
3.79430830701	1
55.5103574008	3
37.1127523644	3
29.2189891027	3
29.17557341	3
29.0586692314	3
25.4404135143	2
25.3361935193	1
23.1793308851	1
21.7736367096	1
19.5185036273	1
20.2008491998	1
20.0012956166	1
19.3025480194	1
19.8851866903	1
18.397867555	1
17.9118909169	1
28.9164888016	2
28.7191251805	1
24.7686871618	1
22.0251508325	1
21.2141804727	1
20.931974059	1
19.9830399137	1
13.9458147758	1
13.302179112	1
11.442355254	1
10.1672174131	1
18.1546556215	1
5.15460873392	1
22.3018935007	1
27.3000588379	2
26.1044398135	1
19.8674690757	1
19.4029281259	1
18.8957940685	1
18.8804745704	1
18.487001721	1
18.4361248858	1
18.0082781989	1
26.1764278694	2
24.0852225734	1
22.7198493628	1
19.3043134234	1
17.5900266508	1
25.8355315672	2
19.4974447345	1
15.6054343937	1
22.1105040365	2
20.4204031773	2
19.2666477109	1
13.1802433	2
53.1162148162	3
41.6697529975	3
41.5637472521	3
40.9427482637	3
40.3387719476	2
39.8195427921	2
38.2522188173	2
21.9965094173	1
21.589228004	1
14.9236479717	1
14.2492130096	1
4.6660534046	1
35.7915176293	1
21.8920804183	1
38.2301913708	3
23.7090926195	2
23.7027698503	2
12.383700354	1
20.2023592072	1
19.6524380941	1
14.4897051543	1
12.3228826302	1
11.1652746457	1
4.98005786725	1
4.70343036982	1
5.7179248723	1
73.1967910415	3
49.6665221412	3
32.5485629608	3
32.1450736772	2
28.9521809381	2
27.0598380416	1
27.0161972144	1
19.9284366241	1
22.9614482689	1
22.5780619081	1
20.4377451029	1
21.2286453741	1
20.551219758	1
20.2004158859	1
26.3901080579	2
27.942770443	1
21.8694599521	1
20.7341346651	1
20.6262290757	1
20.4993091978	1
20.4583908285	1
20.4346915122	1
20.3151587412	1
31.4213419424	3
27.0055812497	1
21.6305236551	1
21.2793441666	1
21.5155651457	1
23.1615687754	1
20.4386976341	1
13.4117627693	1
8.13502648476	1
11.3961057932	1
10.9054406438	1
4.94116885035	1
22.9573711547	1
30.6096682239	3
30.1386228256	2
28.442326048	1
29.8281895465	2
27.3046972125	2
26.9388457015	1
23.2174351175	1
22.9914902249	1
21.2542337648	1
20.4303598536	1
20.2930259835	1
19.8817658148	1
24.2607472162	1
22.6290699937	1
21.5216714634	1
61.1168944166	3
51.6154887736	3
50.4938871661	3
50.284805928	2
49.9342990799	2
49.1666119509	2
25.6216720508	1
23.8415032281	1
23.5437826492	1
18.0548693208	1
6.5050467557	1
37.0314652372	1
35.1104543498	1
19.8911959483	1
48.812564021	3
34.8011455317	2
29.1475183778	1
17.233469155	1
19.3648796834	1
3.99886761798	1
3.55651984389	1
29.9915084707	1
25.3077754891	1
23.0990204548	1
14.4473080814	1
4.93761423678	1
60.3049894782	3
48.5959162906	3
31.4171475301	3
25.4154505474	3
25.3683503115	2
24.8772617372	2
24.2674684771	2
22.8037120541	2
21.6354322787	2
20.9883964826	2
20.6443958062	1
18.7638175677	1
20.231323392	1
18.782348106	1
18.6280403585	1
17.2217940926	1
18.6910082197	1
17.9987627174	1
17.5173564633	1
22.1028108432	1
20.2608163699	1
20.1031608969	1
18.9980155183	1
15.3938046374	1
18.4324690974	1
13.8113739625	1
12.4679636407	1
8.88856779037	1
11.6555036371	1
18.2798974861	1
17.4456431125	1
5.14038145871	1
17.4504157102	1
22.7030761255	1
19.1451815816	1
18.8390327048	1
18.6930991793	1
18.0543499144	1
18.6306649555	1
18.1131100831	1
18.1253884068	1
23.9781807262	2
23.198977159	2
20.5761718111	1
20.0098308115	1
17.6583885433	1
18.5615237789	1
19.4463572409	1
18.3937545672	1
18.4795751925	1
19.8195164514	1
18.4516714693	1
43.6660288769	3
42.7238441389	3
40.1560288695	2
22.8723521169	1
22.5847176477	1
19.5817402023	1
13.9204208211	1
5.1421403411	1
40.9154354902	3
38.3432963322	3
24.4745288455	2
24.1020721247	1
14.0191124354	1
15.1454342153	1
3.59494778781	1
2.88460028625	1
21.7623813649	1
20.7321055827	1
13.6382819177	1
18.7606671134	1
40.3598040107	2
40.1986007574	2
40.1029534621	1
21.0317438324	1
5.5717744957	1
89.2093050786	3
53.1718719802	3
44.4728322937	3
42.9511211861	3
35.1650468793	2
34.4697156207	1
32.0833236976	1
32.0743322518	1
27.3017283449	1
25.8078678778	1
25.7786058728	1
24.219354034	1
25.4659191358	1
19.7791482896	1
23.9072587322	1
42.6333757946	3
41.7632744172	2
38.9095238564	2
37.9694520399	1
24.4266434074	1
24.2789020332	1
24.0044961052	1
23.3981586294	1
22.1838519913	1
21.0755277517	1
23.5092438486	1
36.4890803915	2
33.6306744531	2
29.3769372556	1
29.2476255721	1
26.1664761777	1
19.8723904648	1
29.762587728	1
25.6603771957	1
25.4610312861	1
29.8327663775	1
29.8227411705	1
28.267167829	1
33.9626970988	2
28.8695880927	1
24.9984526034	1
23.7253880576	1
23.6219740389	1
26.1740370333	1
25.8492823959	1
16.0156534697	1
15.5612573649	1
14.2626208463	1
13.8615334849	1
25.0072300948	1
7.29290765741	1
73.2961688634	3
63.7210272562	3
62.4008268562	2
61.9408050141	2
26.8754629673	1
25.0693191534	1
23.6352676183	1
15.8541828511	1
5.57553929037	1
61.5857641104	2
49.1199302553	1
29.2625984438	1
62.9445977644	3
61.5257908153	3
60.6613262355	3
35.4031819104	2
32.9021246604	1
24.0205031539	1
17.5916586436	1
9.23679809621	1
7.4229450002	1
31.4760298726	1
31.2326700484	1
24.6903637259	1
14.5391168149	1
5.78639409114	1
90.2826696656	3
44.6278202504	3
35.1915961819	3
35.1690425918	3
31.7867738377	2
31.678127594	2
27.5971843868	2
26.1429333796	1
20.7467916386	1
25.8015698496	1
23.0163533287	1
23.0161153693	1
20.2533534578	1
22.7843013782	1
20.8045586834	1
21.6735868345	1
24.0581298154	2
29.9768107656	2
21.0062271115	1
28.6362109406	2
23.0585748446	2
22.765371014	2
22.1906162452	1
21.6542953973	1
20.0381791873	1
19.1889069263	1
20.2983349592	1
20.2418323875	1
20.0130280596	1
15.2169655196	1
13.472521165	1
28.9796549271	1
22.6839342351	1
22.2039760003	1
21.5524265831	1
20.4437698759	1
20.3344355841	1
20.0045922832	1
18.6433737123	1
28.0342085822	1
23.9452550746	1
16.4967003633	1
25.2022432472	1
21.5315843507	1
19.7522593088	1
18.6857383154	1
11.4819498741	1
11.4521722502	1
10.7934270855	1
10.1955221357	1
5.00027386142	1
65.0565691324	3
56.0173802561	3
53.962313058	3
53.496594508	2
52.5627041297	2
22.7882874248	1
22.2985513422	1
19.4669893199	1
15.73804425	1
7.28020580171	1
52.3746997192	2
41.3851912094	1
24.5327300965	1
50.591090964	3
31.664110264	2
27.2060318827	1
18.7583478821	1
12.3709970678	1
4.50989973954	1
4.48035476047	1
28.6308625408	1
27.8921616362	1
22.1126011622	1
16.1362172424	1
54.4329506195	2
4.71554922855	1
88.5751972501	3
42.5217149799	3
35.1111510261	3
30.8398230895	3
30.3347804615	3
29.7728928318	3
28.5418396325	2
26.3617989804	1
23.0014583416	1
25.5737317116	1
22.1002480548	1
21.5699974131	1
20.4974457874	1
21.7293038784	1
20.8656867615	1
21.0638002202	1
26.3489341261	2
29.2859292653	2
29.0457544491	2
28.0229848413	1
22.1007456294	1
20.3977175436	1
20.3275004095	1
17.4318131632	1
20.3453692585	1
20.3428246684	1
18.117684596	1
24.9517340948	1
27.4433906887	2
27.3202047662	1
25.5931224139	1
23.991827766	1
24.9016620929	1
17.9742425608	1
22.3591798205	1
20.4704460418	1
24.3570821299	1
20.7859654808	1
20.3633931087	1
27.9479617248	1
23.5859552527	1
21.21513332	1
16.9822428818	1
21.1648700151	1
20.9098927835	1
13.1799064806	1
12.556620598	1
11.5327768442	1
11.0384030914	1
4.9435156908	1
20.354773705	1
57.8978330327	3
47.5700065955	3
47.4026749525	2
46.2172517311	2
38.8756914637	2
21.6511782435	1
21.0214661417	1
20.3931179776	1
10.3166891661	1
5.0430914396	1
45.6954081653	2
42.3699505385	1
32.3368897396	1
45.3930588178	1
45.9868394776	3
26.9094372087	2
15.3415533049	1
26.0306048396	2
22.0619645622	1
20.6963345786	1
13.547710422	1
12.85985465	1
15.1167490717	1
4.09470125317	1
3.74247857087	1
7.82280063404	1
64.3616529804	3
35.1583922775	3
30.0045000523	3
29.2886733797	3
24.8218675094	2
21.5415460381	1
20.9618953362	1
18.6600540249	1
20.4747074619	1
20.1078501235	1
19.9404364179	1
18.75037264	1
16.8504655042	1
18.2240264372	1
21.7506835265	2
27.7849766845	3
26.4809394715	3
25.8189349456	3
23.7665677065	2
21.832556509	1
18.8782086176	1
18.2696108049	1
18.4644761655	1
18.382462094	1
18.3815424279	1
18.3382977252	1
15.5842340088	1
22.7289179168	2
22.159073283	2
21.2981728861	2
20.5782868681	1
18.3933009067	1
19.1677758382	1
15.2261809455	1
19.2155378597	1
19.0480007705	1
18.5318808407	1
16.9017304313	1
23.2355977415	1
19.8870357913	1
18.6286842411	1
18.613925506	1
18.3526086318	1
18.2966202397	1
12.0767631303	1
9.45976613453	1
11.4816971852	1
9.99891052157	1
18.2765640143	1
5.3547064866	1
19.2486633974	1
56.8132537814	3
44.7598912449	3
44.3808174964	2
44.3436945528	2
44.1439323988	2
43.1978664524	2
42.363358536	2
20.8416892188	1
18.4985757489	1
18.3389842951	1
10.1765035524	1
3.94657387404	1
33.5527143311	1
22.0174880739	1
42.7804160792	3
22.128205582	2
20.7596376442	2
13.9846312777	1
18.294904557	1
18.2745459271	1
13.1548242996	1
10.8527099708	1
13.6042976912	1
4.96080111397	1
4.59778105834	1
5.48854225169	1
87.1814442903	3
46.3381044369	3
33.6128732057	3
29.1472598587	2
27.5654676346	2
26.3149507271	2
25.3733353444	1
24.9137600493	1
19.7528021709	1
21.5054750352	1
21.2906355862	1
20.2386499374	1
20.6934291833	1
19.4006579687	1
19.7961277343	1
28.4044948288	2
22.4680088629	1
21.2095630442	1
20.8817622413	1
22.0900821595	1
19.7942021209	1
19.7716084224	1
18.5720388417	1
13.5107307527	1
12.1052541905	1
12.3968244078	1
12.3121033612	1
5.90502029457	1
25.3418052595	2
20.1740333224	1
19.5608039708	1
16.7820432826	1
16.1133595353	1
24.8929929368	2
19.4331921125	1
19.3799511026	1
23.5300056258	1
21.7871957517	1
21.1740920956	1
32.1913533922	3
32.140993159	2
28.6234277979	1
20.2045896435	1
19.5963169337	1
19.53499287	1
19.7817842868	1
19.4490982861	1
17.6682919346	1
19.1210222763	1
31.656407435	2
26.6077252497	1
68.1399951123	3
47.3056719588	3
46.1172102749	2
21.9634929182	1
20.6704692733	1
19.3497349507	1
12.6404600341	1
4.50946305165	1
45.4175030536	2
45.2826675247	2
40.460880024	1
24.3693391085	1
44.9401361237	2
45.3782900813	1
45.2884216187	3
34.9588209235	2
22.2289772619	1
32.9864319179	2
25.863232306	1
21.0032004908	1
15.487530438	1
12.7644287014	1
20.9276550391	1
4.63542805591	1
4.50144645309	1
6.20919164258	1
84.6643964549	3
54.85374546	3
36.8749235232	3
36.0401970578	3
33.0862667364	2
27.1824105871	2
24.3212441102	1
22.5492780233	1
18.023650392	1
22.5613855077	1
22.3165266207	1
22.19585893	1
20.6638232355	1
18.737237491	1
19.3694162796	1
27.1274017181	2
32.842755104	2
28.5398970458	1
20.4765001166	1
19.6618741075	1
19.0045788201	1
18.938151538	1
18.5097583149	1
18.316127569	1
18.7994017927	1
25.7424542116	2
23.8636915808	1
22.2199773847	1
21.7161880346	1
18.940786863	1
18.8913985229	1
14.6647696871	1
8.64217044955	1
11.3600809034	1
11.0499993247	1
5.14089491448	1
18.6671974381	1
19.4758481336	1
24.8813707809	2
24.3985656834	1
23.0819578209	1
19.1129939693	1
19.959750208	1
21.7248949112	2
18.5904066849	1
17.3119044401	1
20.1284301855	1
19.290658838	1
18.9897540501	1
36.7541952385	2
28.7291547138	1
57.7236512681	3
50.102685289	3
48.7000963942	3
48.4830283222	3
48.176184675	2
45.2667516801	2
21.4545086473	1
21.2100875251	1
15.3911028962	1
5.59483032691	1
21.4052147282	1
45.8653743116	3
42.2965147929	1
19.6859936418	1
45.3045701594	3
30.6510156791	2
21.186115398	1
30.20916284	2
20.8446761442	1
20.5020372385	1
15.2743054732	1
13.3070994425	1
18.2832404691	1
5.16064312123	1
4.51579861079	1
9.34654675115	1
53.0739779264	3
36.5037679892	3
28.209166575	3
28.0759456532	2
25.8293703084	2
25.8078011569	2
24.5557199074	2
24.2246722242	1
22.8647976748	1
20.4962122215	1
22.3872985591	1
19.6445867594	1
18.4180884579	1
18.3763038753	1
18.7748554849	1
18.2274960019	1
18.6662453557	1
21.0691427182	1
23.664982494	1
19.5311829666	1
19.3131368828	1
18.664466431	1
17.9093731841	1
17.6031796368	1
16.5301743753	1
18.3932190251	1
24.8569713111	2
24.1528395102	2
21.8778941143	1
16.9465650686	1
21.2544516828	1
19.2342901975	1
21.7579363726	2
18.126378214	1
17.1920868663	1
20.6099286762	1
19.1664745015	1
19.0410217454	1
23.2791354433	2
20.8822185971	1
18.79978414	1
17.8095701408	1
14.9872719985	1
17.8872817132	1
17.7333923108	1
17.3933180932	1
12.6370807404	1
12.4008755737	1
10.9641882419	1
10.0646065956	1
5.26494998663	1
46.9889983957	3
38.7203024917	3
38.1520369838	3
21.4386474838	1
17.0338882053	1
16.8860502204	1
9.68251615589	1
4.01600938278	1
35.8913108775	3
25.3358946899	2
20.2426999741	1
16.3916886795	1
13.4389650016	1
3.15499118167	1
2.42820927321	1
18.265857568	1
18.0247847672	1
13.5933601396	1
11.4983625872	1
36.3611198607	2
35.925527938	2
35.7082928722	2
29.2533298518	1
21.4007551943	1
35.1817857349	1
8.9210921991	1
103.122023573	3
49.2539535588	3
42.6083637241	3
42.0300648579	2
35.8648493194	2
34.145707639	1
34.0877003568	1
29.3993843957	1
26.5434630183	1
26.3541192587	1
22.8027298698	1
20.873284363	1
20.9999979318	1
26.4108116188	1
35.7058936437	2
30.9321170803	1
39.8468312317	3
38.2727143973	2
34.9042144046	1
28.1841045338	1
27.5924619859	1
27.5131339552	1
22.6955491889	1
26.4374989127	1
16.4020491478	1
26.1729770029	1
36.5510952358	2
31.4190687115	1
31.040437454	1
26.0418988184	1
14.1187053514	1
27.1186248118	1
13.0414823338	1
12.8600611672	1
12.0571828645	1
11.7399417106	1
27.0660184481	1
26.8801352348	1
6.36151100286	1
33.7381553518	2
31.7103021401	1
29.4474907615	1
29.416178236	1
28.526924542	1
24.1237185387	1
26.8903777789	1
26.6996109016	1
24.2878321717	1
22.7796510607	1
17.1605465148	1
39.4431606709	2
93.2421238822	3
83.9879259813	3
80.204932345	3
79.0552000161	2
78.8007848815	2
32.1700168396	1
28.9179727648	1
27.0743840746	1
21.8094610894	1
5.58679202518	1
79.6547345747	3
78.7029133259	2
60.3935352173	1
29.6327691038	1
78.5211014501	3
36.9406604018	2
36.049570276	1
30.4879559307	1
27.7934204974	1
4.61710618242	1
4.11466327553	1
28.4716646758	1
26.5466315998	1
18.2956369818	1
13.0713220731	1
9.56218422549	1
64.4128965487	3
59.3318333384	3
36.529330131	3
33.4575943967	3
33.2383452975	3
32.5980073102	3
31.25780601	2
28.1182483933	2
26.9270003317	1
25.8569539426	1
23.352796535	1
21.7091669709	1
22.8334186298	1
19.7212934252	1
19.3249850241	1
21.3269884565	1
20.6020378997	1
21.1793097299	1
27.5000622957	2
27.0079345129	2
25.002277872	1
21.4501437298	1
23.8863769563	1
19.1809011017	1
21.3084830012	1
20.8036038527	1
20.3571861713	1
21.9318023742	1
20.9170741112	1
31.3410562861	2
31.0017911493	1
24.2900379079	1
23.877318841	1
22.1863650281	1
21.4300002864	1
21.8055518161	1
21.3556381785	1
19.9140868036	1
15.6143713917	1
15.574956057	1
13.5815553006	1
12.1666454206	1
5.21597323384	1
21.2991714134	1
27.987781997	1
21.6436197189	1
21.044790003	1
20.1286737934	1
19.3198149436	1
18.9721491069	1
15.7783688981	1
15.363727355	1
21.6930124612	1
53.0018743447	3
52.7915916199	3
51.8508495801	3
49.2583158323	2
25.909841364	1
25.2451043903	1
25.0037015903	1
12.7123008971	1
5.87195461579	1
46.5831650973	3
30.8551877172	2
28.6379316542	1
22.9854599762	1
23.0484285996	1
9.91142016308	1
6.84483469674	1
25.8057007328	1
25.3972162868	1
12.7853435139	1
14.3735523168	1
52.3693518905	2
52.1546361432	2
39.8126515314	1
20.9931198324	1
64.8460334443	3
42.602576421	3
34.952605597	3
33.7067553736	3
27.3015360679	2
23.8946871656	1
21.744236787	1
20.110791776	1
22.6438681541	1
20.9466743006	1
20.4693065338	1
20.447853003	1
19.4328238502	1
19.7298933402	1
25.0230281711	2
32.9637133753	3
32.3761178168	3
30.9206867844	1
21.5586378537	1
20.9027167211	1
20.6895062855	1
20.6054919811	1
19.9693464434	1
17.9927419398	1
16.3281943612	1
31.6212103332	3
24.1155752227	1
20.3635261924	1
19.6354331641	1
23.5817523557	1
19.9223457267	1
19.9213197753	1
19.8389263424	1
14.2802923601	1
12.0924004479	1
12.7220530523	1
11.0174741855	1
5.87116321614	1
31.4324981812	2
29.3744333984	2
23.1276116698	1
22.1534683456	1
17.3557482185	1
15.1393248261	1
25.3513560015	2
22.3577112973	1
20.8608400134	1
21.5648104578	1
19.9342136734	1
19.5505965562	1
19.9264731994	1
57.6895123044	3
50.3703381488	3
49.411538404	3
47.9868978988	3
47.9345277571	3
37.0281578777	2
19.634397087	1
19.3641033036	1
18.9875834271	1
7.2737932611	1
3.91844073769	1
37.7477399024	3
36.0735423904	3
27.1853797656	2
26.1935758325	1
14.4606158456	1
17.7082902642	1
6.7469218061	1
5.55266308501	1
21.1523889882	1
20.5235161004	1
13.6394533396	1
12.4319991719	1
42.7107654354	1
21.2133755077	1
5.05670243914	1
65.3505303002	3
55.9506688435	3
32.9470700634	3
29.6496680325	3
29.2953275799	3
29.255162802	3
28.7417095683	3
26.5710134301	2
24.5801862342	2
24.0659823748	1
22.8631468246	1
19.3790343605	1
22.418427164	1
19.2255436203	1
17.7617225777	1
20.272264984	1
19.4999024462	1
19.1706647465	1
27.543196207	2
27.9776461601	1
25.903271105	1
23.3464805585	1
19.2011141343	1
19.1798565065	1
19.7831105642	1
19.4557467943	1
12.3964415398	1
11.3966696801	1
